Subject1(30),Assignment-subject1(20),Subject2(30),Assignment-subject2(20),Subject3(30),Assignment-subject3(20),Subject4(30),Assignment-subject4(20),Subject5(30),Assignment-subject5(20),CGPA,SGPA
28,17,27,11,18,20,28,16,19,12,7.6,7.583673047443898
18,16,27,12,30,20,25,12,25,15,7.8,7.634208067988248
21,10,27,18,15,13,18,12,24,11,6.2,6.43313322178361
28,13,23,18,18,20,26,19,23,11,7.8,7.84061040038627
19,10,21,10,20,20,20,17,30,15,6.6,6.987889798193963
21,20,28,15,15,19,21,19,29,16,7.4,7.914501343550627
24,14,30,19,29,19,21,11,22,17,8.6,8.86415496828843
27,18,24,13,19,14,29,19,17,20,7.8,7.123704790856265
28,17,23,10,19,16,16,19,24,13,6.6,6.17884915036741
28,19,22,14,26,10,21,14,23,11,7.8,7.891385865604269
21,18,16,17,30,10,21,18,25,20,7.0,7.333262528406759
19,10,27,16,18,19,23,10,16,15,7.4,7.643608440345904
29,11,15,10,15,13,25,18,15,19,6.8,6.192370265941166
23,10,30,16,26,14,22,15,28,10,7.8,7.3361040319903
15,17,16,16,24,13,17,13,23,17,6.8,6.162669630000719
26,13,26,17,15,17,27,10,20,19,8.0,8.11982953693537
22,11,22,15,21,20,17,20,24,17,8.2,8.62454351119511
23,16,18,18,24,11,27,15,16,18,7.6,7.56010282563249
18,12,20,20,28,17,24,13,24,10,6.6,6.6192853462784775
22,12,19,16,17,13,22,16,15,16,6.8,6.170505056022967
29,18,24,16,17,12,15,14,27,14,7.4,7.797095702766809
17,11,29,12,28,18,15,17,20,11,7.8,7.289013300615819
25,20,16,20,25,11,19,14,16,16,7.2,7.849964998870844
25,10,19,15,21,16,29,14,15,20,7.2,7.608640887128186
20,14,25,10,27,19,22,17,22,10,7.6,7.5929329312892895
20,19,20,10,26,12,20,12,22,15,7.4,7.120904099215991
24,19,15,20,29,10,21,20,15,16,7.8,7.322169426271579
18,19,28,17,26,17,27,20,16,16,8.0,8.048884949507418
18,19,21,19,15,16,22,20,25,11,7.6,7.4225758992072794
19,19,30,15,16,15,18,20,15,17,7.2,7.395350765469838
27,15,16,18,20,16,20,11,22,10,7.6,7.298005135741847
28,13,22,12,24,11,15,16,16,10,7.0,7.654647476386645
29,18,19,14,24,16,30,14,28,12,7.6,7.954338385107965
18,15,28,11,17,16,15,10,25,14,7.2,7.524096030903829
27,13,25,11,15,11,26,18,21,11,7.2,7.901517222809603
17,20,25,19,22,20,25,15,23,17,7.6,7.479080528007155
20,13,19,17,19,11,23,12,15,14,6.6,6.237072117616272
18,12,15,16,30,11,28,19,28,17,7.6,7.4518000821366535
26,15,15,13,19,14,20,18,29,20,8.0,8.705171055973857
24,20,27,12,26,10,23,13,15,11,7.8,7.074771476967716
27,15,30,14,29,16,24,19,30,13,8.4,8.838483279451234
21,19,20,20,18,17,25,13,19,16,6.4,6.1233424982674745
17,13,20,15,29,20,17,20,15,11,7.2,7.25234846526641
26,12,17,16,29,10,19,16,15,11,7.0,7.984259443141139
23,16,20,17,23,14,17,20,19,20,8.0,8.728651212045936
22,11,29,16,20,17,19,13,26,13,7.2,7.301746150560386
29,10,16,16,19,12,25,18,22,17,7.8,7.7946311888516355
26,13,25,13,16,13,22,14,25,20,7.2,7.295938155033185
29,12,15,16,18,16,26,19,19,18,7.4,7.984411995553172
27,17,29,19,21,17,22,14,30,19,9.0,9.988869912684772
23,19,17,19,15,12,22,15,26,15,8.0,8.217679093639218
26,10,30,20,26,11,15,17,28,14,8.4,8.437088953941252
25,11,17,10,26,18,23,16,21,13,7.6,7.4714571329474895
16,16,26,18,21,11,27,16,19,17,8.0,8.716179192578597
20,10,15,16,15,14,21,10,22,16,6.8,6.755542767492146
18,12,22,10,23,17,19,16,26,11,6.6,6.614760936263074
30,18,26,16,16,13,15,19,16,11,7.6,7.890192842007711
25,19,17,11,20,17,21,20,27,20,8.4,8.993633427678152
23,15,18,16,15,12,15,18,17,13,6.8,6.288067428485145
16,15,25,10,24,11,15,13,29,19,7.0,7.7774206269744495
27,18,23,17,15,14,29,11,29,14,6.6,6.570069342183025
18,16,22,14,18,11,17,15,30,19,7.6,7.595634783517576
28,10,21,17,23,18,25,16,27,19,8.8,8.952700281889609
30,10,20,12,23,14,19,18,17,12,7.0,7.30937735274195
16,16,19,15,18,19,30,16,25,17,8.2,8.599224977693213
30,20,30,16,21,14,19,10,17,10,7.6,7.049215849050818
24,10,22,10,24,15,18,13,19,16,7.0,7.630283392249696
29,13,17,19,28,20,18,11,25,20,7.8,7.770745326641215
16,20,27,13,17,17,21,16,28,11,7.4,7.237464457643208
25,19,27,19,19,12,24,20,18,20,8.6,8.655559962649788
24,12,30,19,18,12,29,12,23,15,8.2,8.408324335329622
15,13,27,11,26,18,28,13,26,18,8.2,8.290047641680406
18,17,20,19,15,10,17,16,23,11,6.8,6.294314817884459
25,10,25,17,21,10,16,12,29,14,7.4,7.422535984926453
15,10,15,17,25,20,19,13,28,18,7.2,7.690946157181049
25,16,29,18,29,20,23,15,28,12,8.6,8.55353104869579
23,16,22,17,25,10,24,12,17,15,7.4,7.674830426529208
30,20,23,10,24,18,15,18,19,19,8.2,8.91498574001366
30,11,17,16,18,13,29,18,23,11,8.0,8.510037339117815
24,15,17,12,26,13,18,20,24,10,7.4,7.879978576793391
22,17,16,14,28,16,23,11,29,13,7.8,7.233242122339768
29,12,30,18,15,12,25,11,15,13,7.8,7.241931695641449
28,13,29,13,28,16,17,10,22,20,8.4,8.979425737718575
19,12,28,19,19,12,18,13,30,16,8.2,8.664361239634665
24,15,27,16,17,12,26,14,29,10,7.4,7.5321425652425855
21,15,20,15,24,13,18,15,27,10,7.4,7.471475721063453
17,12,26,14,30,13,29,12,19,11,7.2,7.848588772949599
21,11,26,12,30,10,27,16,27,19,8.0,8.827638743151203
29,19,16,14,27,15,26,14,17,14,7.6,7.9168126191618144
17,17,23,15,20,12,21,17,26,10,7.6,7.898555785628348
16,11,28,19,22,12,17,10,17,16,7.2,7.561636280315824
27,17,21,10,30,20,24,17,19,17,8.6,8.39330890224772
26,14,30,11,29,17,28,18,27,12,8.6,8.9423022133815
17,20,17,12,16,20,28,12,21,18,7.2,7.691277136769459
24,10,27,16,16,17,18,14,21,13,7.4,7.627548587790663
30,10,30,15,15,10,22,17,26,11,6.8,6.475038447084244
19,15,26,15,26,19,23,11,27,20,7.8,7.452086952083259
28,12,27,16,29,12,18,16,19,14,7.6,7.497711659293265
22,13,25,16,28,18,28,18,18,15,8.4,8.532219664608498
29,14,28,13,19,11,21,14,18,10,7.2,7.874289852710733
21,16,28,10,16,13,25,15,26,20,7.6,7.188516636547032
24,15,21,13,19,14,29,11,28,11,7.2,7.391057370054657
28,20,21,20,20,17,23,15,20,16,8.6,8.033844816002867
20,13,24,12,19,16,19,14,19,11,6.8,6.789525640506389
25,13,25,11,28,17,15,13,30,20,7.6,7.13384161265162
28,18,24,11,21,13,23,14,24,16,7.4,7.455038437375727
18,19,25,19,21,10,22,20,26,14,7.8,7.236103782486146
15,11,24,12,20,18,25,16,21,20,8.0,8.943156420181218
26,12,20,12,25,19,20,20,19,17,7.6,7.686853616617442
30,19,23,15,20,19,22,12,28,13,8.4,8.18459130853969
20,12,15,18,18,12,21,15,27,18,6.8,6.957404596433486
24,16,17,19,19,10,29,15,15,13,7.0,7.119265565071634
16,20,23,17,21,15,20,14,16,14,7.0,7.513238201180723
19,10,27,10,24,19,23,17,26,11,7.4,7.352418751588533
26,10,21,14,18,13,17,18,26,14,6.6,6.940364370686363
30,15,24,11,22,11,28,17,29,18,7.0,7.6320226425103055
24,15,20,10,22,20,29,14,17,13,7.6,7.262318310021279
19,15,15,20,18,10,20,14,24,15,6.8,6.0265832923732665
23,17,27,11,18,10,23,20,30,17,7.8,7.921788548630082
22,18,18,13,21,14,28,11,15,10,6.6,6.1635998526398525
20,12,29,15,24,11,24,15,20,18,7.6,7.180177152945684
15,16,19,19,28,15,18,11,22,17,7.6,7.405008497358276
24,19,15,12,15,11,20,19,27,12,7.4,7.1571423502379465
23,11,21,10,15,16,29,15,22,13,7.2,7.063238569444724
24,17,21,10,18,11,24,19,16,12,7.4,7.061187866087015
20,13,21,10,16,15,16,19,19,16,6.6,6.8763149866141005
22,17,24,17,18,11,23,11,15,10,7.2,7.603394727296509
29,14,18,17,29,16,26,16,26,20,8.0,8.334357282154246
19,15,18,10,16,13,28,18,20,18,7.4,7.3900664563596035
18,19,18,12,20,14,18,19,25,14,7.4,7.3895871361953835
29,20,18,11,29,13,20,18,29,17,8.6,8.169242929918918
30,18,20,19,24,14,20,19,15,12,8.0,8.125671706565296
19,14,23,18,15,10,28,17,30,11,7.4,7.0469172540738665
24,15,20,20,18,11,19,14,30,15,6.6,6.800299285299872
24,16,22,10,25,17,17,14,25,14,7.4,7.315663454072536
30,17,20,15,30,12,27,10,24,16,7.8,7.485576042398287
18,10,15,16,26,18,24,15,30,16,8.0,8.03883039497668
18,16,22,18,17,20,29,16,21,11,6.8,6.131849979465112
20,15,24,10,19,19,27,17,19,17,7.6,7.089060130447949
19,17,23,20,23,17,17,18,25,10,7.0,7.01598516668828
21,11,15,16,18,16,24,17,24,13,7.6,7.345525565161315
22,15,25,11,16,19,30,20,15,17,7.8,7.126121054320575
25,13,27,14,26,16,23,20,23,18,8.8,8.09115086781112
29,16,19,19,17,13,28,18,27,16,7.8,7.437473114014926
27,14,20,10,20,12,26,13,28,17,7.2,7.348090526418939
15,17,27,20,21,19,24,18,22,19,8.2,8.286756653262728
27,10,15,18,21,20,23,16,23,20,8.2,8.093129707951158
25,17,30,11,20,15,18,11,20,15,7.2,7.355873145233682
22,13,15,13,24,15,26,11,17,18,6.8,6.227169434862912
20,15,25,18,17,12,17,19,24,20,7.6,7.669618540883661
24,13,30,13,25,11,26,20,18,14,8.4,8.599267372813502
22,19,22,17,30,19,20,20,17,12,7.8,7.077055612626618
27,18,22,20,24,17,27,12,17,16,7.8,7.459997005174018
19,14,18,17,26,16,28,20,19,13,7.8,7.847406692528063
29,11,23,19,18,18,23,19,27,18,7.6,7.433473891278932
20,18,21,17,30,13,26,19,21,16,7.8,7.166300828892403
23,15,29,12,18,11,16,12,26,18,7.6,7.193154306350778
30,19,23,18,24,20,17,20,18,20,8.8,8.54851959937747
23,11,26,17,29,10,24,10,19,10,7.4,7.164867344347524
27,12,29,17,23,10,18,19,24,20,8.4,8.328643406863376
20,15,19,18,27,13,23,10,30,13,7.2,7.12446629677824
24,17,15,13,26,20,22,18,26,20,8.2,8.467651101859888
20,12,19,15,27,13,29,16,28,19,7.2,7.692407558061435
17,13,21,16,19,16,22,10,15,14,6.6,6.81479196656719
24,17,17,17,22,18,26,14,22,10,7.0,7.8073998453320055
24,14,17,19,30,11,28,17,17,14,7.6,7.700617641633442
16,19,16,13,24,12,21,10,22,14,7.0,7.6750289483960135
23,14,24,14,23,20,20,20,19,19,7.8,7.300981242964912
27,19,23,20,29,19,21,13,18,12,8.4,8.269734080541204
17,13,16,17,24,12,17,13,20,19,7.0,7.473877546960479
20,19,25,19,17,19,15,19,21,16,8.0,8.531703436865063
16,11,19,16,21,14,30,12,18,13,6.8,6.41178164204158
29,16,19,19,27,14,16,17,20,16,7.6,7.038300158113904
19,13,25,14,21,10,21,17,24,11,7.2,7.445817086294713
26,15,27,18,23,10,15,17,17,19,7.4,7.1889343510381
22,14,30,19,24,19,30,19,17,12,8.6,8.064754243077884
23,12,26,18,29,12,25,16,15,12,7.8,7.552660371683651
27,17,26,17,22,15,20,17,20,15,8.0,8.627606056148993
26,19,30,12,29,19,26,18,30,20,8.8,8.679151692015548
27,10,19,17,29,19,16,19,20,11,7.8,7.944950048901451
30,10,29,11,21,11,20,11,26,19,6.4,6.153805938997348
21,16,20,18,22,10,16,10,24,12,7.4,7.0416838216105875
24,17,20,12,18,20,15,16,24,17,8.0,8.746543075452134
19,17,25,11,17,16,15,20,16,13,7.0,7.353654473071373
19,18,28,14,23,18,27,14,18,18,8.6,8.216451363160287
22,18,15,19,19,10,26,10,30,15,6.6,6.806626539864842
27,11,28,13,23,15,30,18,30,13,8.8,8.772835093820994
23,10,29,11,26,11,30,18,26,11,7.8,7.409484504593018
23,18,22,14,25,10,27,16,25,12,8.0,8.492306238951574
20,11,15,13,26,11,26,15,25,16,7.8,7.711204700898241
24,11,26,18,21,11,23,11,24,16,7.0,7.988762189700508
26,18,28,11,18,18,18,17,29,11,7.4,7.7168922413649454
16,10,30,18,18,19,30,11,23,15,8.2,8.057331984040943
28,15,19,13,25,19,23,18,29,20,8.8,8.507548235184691
18,16,22,11,20,16,26,17,26,11,7.8,7.104956503587909
22,10,15,10,16,10,16,10,25,18,6.8,6.538049626766716
17,14,28,13,24,16,23,15,26,18,7.8,7.730817766946881
22,15,28,20,26,17,24,12,29,18,9.0,9.164599515715116
28,13,21,11,28,14,30,10,22,19,8.0,8.637892518988965
25,16,16,17,21,19,16,16,24,18,7.6,7.934355485996409
26,20,24,10,28,19,30,14,22,19,9.0,9.344010762975186
26,12,24,11,26,20,21,16,15,12,7.6,7.619933795628978
22,16,29,14,27,10,15,10,15,13,7.4,7.141296042246455
24,15,21,16,19,19,15,15,25,11,7.6,7.285030879731814
20,11,28,12,16,15,20,13,26,15,7.2,7.366338028967985
19,17,19,18,29,19,27,10,15,15,8.0,8.260926268576354
16,20,27,14,29,16,18,15,20,18,7.6,7.539485350067953
25,10,24,16,26,13,21,17,23,14,7.2,7.0172319829133345
26,20,20,20,26,17,30,13,20,13,8.2,8.099289345109124
23,12,23,14,17,16,16,20,24,20,7.6,7.020792867798066
25,19,20,15,18,11,30,11,15,10,7.2,7.458866966904702
30,11,16,10,30,14,28,12,29,13,7.8,7.272606885632497
27,14,30,11,20,12,25,16,20,12,8.2,8.627494834148129
18,11,28,16,24,13,19,12,26,20,8.0,8.658177860722239
26,12,24,12,17,20,23,18,25,12,8.2,8.98177385656378
22,15,23,19,26,17,16,17,15,13,7.8,7.882654533312733
21,18,29,11,30,14,16,16,25,19,7.8,7.640979139456079
28,20,24,17,22,18,17,20,15,10,7.8,7.445055884153811
24,18,25,12,28,13,21,19,15,12,7.6,7.089926302522381
30,18,18,13,25,12,17,13,30,11,8.0,8.92031856589533
18,14,19,20,28,18,23,20,18,15,8.2,8.639832082756095
20,18,17,18,17,10,17,10,20,20,6.4,6.474196672186652
22,12,27,19,19,20,28,14,23,16,8.4,8.003460710489183
15,19,21,10,17,17,28,13,17,12,7.2,7.185072246245098
29,17,17,19,22,10,20,10,26,13,7.8,7.902385598090368
30,15,28,20,30,20,27,16,21,11,8.4,8.030174416244513
28,11,24,15,30,16,26,11,25,19,8.6,8.007587405545346
19,11,29,19,27,19,24,15,17,19,8.4,8.3786076906342
17,14,28,18,16,12,19,15,27,10,7.6,7.528975179602249
25,19,23,19,21,15,23,11,25,13,8.2,8.236477430531233
19,11,30,14,26,19,19,19,23,19,7.6,7.043636143764788
25,17,25,10,25,10,30,15,30,11,7.2,7.1085216282264065
18,15,16,14,20,15,23,13,29,11,6.6,6.53616752035522
28,14,25,19,24,12,25,10,30,12,8.2,8.746096485859558
28,16,17,16,15,20,29,16,20,12,7.0,7.069174782299697
19,19,25,19,29,16,22,15,19,18,7.8,7.2198474116083045
16,18,27,13,27,18,27,11,15,20,6.6,6.545776184750898
23,20,23,14,28,13,25,16,16,11,8.2,8.275079087876987
25,14,29,18,21,15,16,10,23,10,7.8,7.796613671952811
25,17,24,18,24,16,19,18,28,10,8.0,8.851232236397836
25,19,26,11,28,16,26,18,28,15,8.8,8.774016806447818
29,17,28,17,23,18,20,10,29,10,7.8,7.9545743916784515
19,10,15,19,28,19,20,12,17,13,7.2,7.606998163960332
30,17,23,19,21,18,16,20,23,19,8.8,8.897704184106376
28,20,24,18,15,15,27,16,23,17,8.0,8.456774295438239
27,17,16,14,28,19,26,15,23,15,8.4,8.63277417030886
18,18,30,17,17,11,25,12,20,11,7.8,7.654619342199225
24,14,17,11,15,15,21,16,25,10,6.8,6.368591701825093
23,10,30,12,26,16,18,15,26,11,8.0,8.507918434598736
23,17,20,14,16,18,23,10,17,20,7.0,7.777418048356301
21,16,24,15,23,19,16,17,30,20,8.4,8.047873375555717
25,12,24,15,17,10,24,13,22,10,7.4,7.0121849609511075
25,10,17,18,15,18,21,15,29,18,7.4,7.285382034256214
19,16,16,15,18,17,23,13,24,20,7.2,7.284753301138722
25,17,26,13,30,12,19,12,24,18,8.4,8.369392026174825
28,13,18,13,24,14,28,20,27,15,8.6,8.6738922478183
23,12,18,18,27,20,28,19,25,12,8.4,8.207128411174864
15,12,26,20,28,10,15,10,30,16,8.0,8.624088053871453
19,13,25,10,26,10,24,14,28,19,7.8,7.492507050972604
15,15,26,10,18,15,21,16,25,17,7.6,7.853798029119087
18,18,16,15,29,16,19,15,29,20,7.6,7.835800342053452
30,13,16,13,19,17,23,15,20,12,7.6,7.059008127268582
30,18,27,17,18,18,26,16,26,16,9.0,9.446638475123587
22,19,21,16,26,11,28,16,21,20,8.6,8.820187678097309
21,12,27,12,15,11,28,11,28,13,7.6,7.155632208185511
15,11,15,14,15,19,24,12,26,12,7.0,7.866517771227213
15,12,21,14,29,14,28,11,26,17,7.6,7.70218620699095
27,15,16,20,28,12,21,14,23,20,7.6,7.7396061760899455
29,20,22,12,30,15,28,11,30,20,8.2,8.49562109400482
28,11,25,11,23,10,22,16,28,17,7.4,7.19915219707521
28,17,18,20,18,11,27,16,25,19,7.6,7.055181570930172
21,10,17,10,21,13,16,10,17,19,6.8,6.516978703578802
19,17,22,13,26,11,24,20,24,12,7.8,7.588217224719169
22,11,19,14,19,19,27,14,19,10,7.4,7.030545982406474
28,14,20,18,26,12,21,14,21,12,7.6,7.592968566538628
17,20,29,20,24,19,28,20,30,18,9.4,9.668413585683885
19,16,24,18,30,17,27,20,15,18,8.4,8.790946163886248
25,17,19,19,18,10,26,11,20,15,7.4,7.269727688085613
23,20,18,16,26,12,17,15,18,11,7.4,7.574101848522219
30,17,15,11,20,16,18,20,19,11,7.6,7.4505695874540825
28,16,29,12,19,18,19,12,29,10,8.2,8.284569588377979
19,19,19,12,19,12,30,17,28,20,8.4,8.896442057816731
22,19,24,12,22,18,26,18,23,19,8.2,8.995166955398355
15,10,21,17,27,18,22,19,21,14,7.0,7.245802321992743
22,19,29,10,22,14,26,19,25,12,7.8,7.730866968741648
24,11,19,13,20,20,21,13,29,20,7.2,7.162504266945376
25,14,26,11,25,14,26,20,28,14,8.6,8.795790155188106
16,15,21,12,30,16,15,14,21,20,7.8,7.96604395422122
30,20,15,11,23,18,23,11,22,19,8.2,8.907489925812582
30,10,25,17,28,11,23,19,20,15,7.6,7.756059706987656
28,13,28,14,22,10,24,15,28,11,8.2,8.957075814337609
29,13,19,19,26,19,17,19,28,11,7.8,7.23743957217253
25,20,29,14,29,15,20,17,30,19,8.4,8.254923943159154
26,13,15,19,26,13,27,10,27,14,8.0,8.806111279477195
29,17,17,16,18,10,30,11,23,20,8.2,8.607956920360339
26,11,18,18,19,12,15,19,17,19,7.6,7.609351300786282
23,19,30,10,26,16,29,13,24,20,8.4,8.517702390028193
19,13,26,17,26,17,20,12,26,11,8.0,8.608851683906904
21,11,28,19,30,11,17,17,29,16,7.8,7.452994886266392
29,15,29,12,18,18,25,20,29,15,8.2,8.130996167778052
19,12,25,10,25,11,17,18,27,11,7.0,7.69443126529531
17,13,24,17,22,10,24,19,15,17,7.6,7.355036908723205
18,12,30,20,17,16,22,13,25,19,7.6,7.58613101344037
21,20,27,12,16,16,29,11,19,16,7.2,7.950431795322752
19,18,17,17,24,14,26,19,21,15,7.4,7.833991874036236
15,17,18,15,21,11,30,17,23,18,8.0,8.905259978261604
25,10,19,14,23,20,25,17,29,14,8.0,8.862546576238877
21,12,25,14,16,15,18,14,20,14,7.2,7.462405018158747
23,12,25,11,15,18,22,11,21,16,7.2,7.258681976645753
23,19,15,12,26,12,17,14,21,19,7.2,7.3839491902419825
20,15,16,14,18,18,22,17,27,19,7.6,7.8596920694690695
17,20,28,10,23,17,20,20,22,13,6.8,6.964480547081337
15,16,30,18,30,10,26,14,18,10,7.0,7.034413869675616
24,12,26,10,23,18,29,16,20,11,7.6,7.5475659488753575
22,10,29,11,15,11,17,14,27,16,7.0,7.4467077982431595
15,20,20,18,18,14,17,17,26,18,7.4,7.376327793250391
22,15,22,10,25,18,30,17,19,11,8.0,8.448659823198845
20,11,26,14,28,17,16,20,16,15,6.8,6.073440808210678
28,10,25,12,27,18,20,20,30,14,7.4,7.525109244911917
15,17,20,19,16,16,30,18,27,13,7.6,7.4538689458802665
16,20,24,10,20,20,18,16,15,17,7.0,7.068544387156359
23,16,21,19,23,20,20,14,20,18,7.6,7.541374782746584
24,14,27,13,15,10,21,19,20,13,6.6,6.430012627125997
29,12,29,12,29,15,25,17,18,10,8.4,8.271626231450375
21,11,21,14,18,18,15,15,23,10,6.8,6.516289413081858
27,10,18,15,16,12,19,13,15,14,6.8,6.2169767318669376
22,14,27,14,27,20,19,13,19,16,8.0,8.065775254006704
19,18,15,10,26,12,30,19,25,10,7.6,7.701824041311674
22,16,28,14,25,17,27,15,21,13,8.4,8.785457857841326
29,14,24,14,20,18,27,18,30,20,8.2,8.702804432831627
24,16,17,17,21,12,17,14,20,20,6.6,6.188903811907055
23,18,29,19,26,20,27,12,18,10,8.6,8.39422235924496
16,10,28,17,30,19,27,13,28,19,7.6,7.512321968851699
26,11,25,14,19,18,15,12,22,12,7.4,7.933546856562967
15,17,29,14,18,10,21,14,17,18,6.8,6.7578213930946
16,16,23,18,26,18,21,10,29,15,8.2,8.883987532580727
21,12,29,16,22,15,16,17,30,18,7.6,7.11593570768313
25,19,23,20,27,14,18,20,17,17,8.4,8.526987031114851
15,11,18,13,15,17,17,20,22,10,7.0,7.924332814285391
27,19,21,11,21,20,28,11,23,13,8.4,8.614509537251248
20,12,28,11,27,19,29,18,17,20,8.6,8.815164693173484
19,18,19,18,23,11,26,16,23,17,7.6,7.573929801692391
16,12,24,10,20,19,23,13,25,20,7.0,7.331236541295646
18,19,30,18,25,18,19,15,23,16,8.4,8.746291353619464
16,16,17,17,26,12,20,19,21,14,7.2,7.153246042497674
21,18,26,11,15,16,21,15,23,18,8.0,8.944364412788751
30,12,18,14,18,19,20,16,19,20,8.0,8.236719367833054
22,13,30,15,25,14,19,12,23,18,7.2,7.2320390623937945
27,11,20,17,29,20,24,13,21,12,8.2,8.587031328282952
21,15,20,12,19,13,18,10,23,17,6.8,6.703835229416201
20,11,27,19,19,20,23,15,29,15,8.4,8.214810609941775
30,15,18,19,20,18,27,14,23,14,7.8,7.408550021657646
27,16,25,12,22,12,26,19,19,18,7.6,7.128235267101221
23,19,26,14,17,12,17,20,25,19,7.6,7.048674384741045
28,16,24,17,18,14,19,17,28,15,8.4,8.054045043980345
15,10,26,16,21,10,18,20,17,17,7.4,7.108830488141672
20,12,22,19,22,10,28,14,30,20,8.4,8.535866466665318
18,17,15,19,19,17,24,14,20,11,7.2,7.471399373676049
18,12,29,10,18,12,28,12,21,16,6.8,6.756739689199342
27,15,24,20,16,11,30,14,28,11,8.2,8.703532463170141
30,16,27,12,27,12,29,18,26,12,8.8,8.525292929472137
20,11,17,17,21,15,21,15,24,11,7.2,7.845298052317166
23,11,20,19,18,11,19,13,18,18,7.2,7.400179733351322
19,17,28,12,28,10,16,20,30,18,8.0,8.692867399573158
28,10,27,11,18,20,17,17,19,17,7.8,7.128879995004275
28,13,30,19,26,17,29,14,27,10,9.0,9.732270688479806
23,19,15,10,23,13,20,15,18,19,7.4,7.771687529651583
28,13,24,16,20,20,22,13,21,16,7.0,7.661455186602871
19,10,16,13,30,17,19,14,29,15,7.6,7.438877792950863
17,16,25,20,23,16,19,18,30,20,7.8,7.875375884736317
20,10,30,13,23,12,22,13,20,19,7.0,7.297076195190767
29,19,29,11,20,19,23,16,18,19,8.0,8.377023063103584
22,13,25,17,16,17,21,19,26,15,7.4,7.36651623904824
30,11,18,19,18,10,22,12,20,15,7.2,7.343192483653184
16,17,19,12,16,16,23,18,30,12,7.8,7.610041787347106
17,14,22,10,22,20,23,13,24,10,7.6,7.514762923898213
23,20,22,11,18,20,29,19,18,10,8.0,8.17960356134712
22,13,25,16,21,12,25,20,22,14,7.2,7.658961572815502
17,18,17,20,27,10,26,11,25,11,7.6,7.2167319071133305
30,10,19,19,20,11,17,19,25,18,7.6,7.0772150107416145
25,17,20,10,23,10,24,12,15,17,7.4,7.397479891577481
20,10,17,14,30,14,18,14,21,19,7.0,7.160786020580601
22,12,15,17,28,13,17,14,16,18,7.4,7.0254330900923385
16,16,15,17,15,16,20,18,25,20,7.0,7.192841874303999
25,12,18,20,16,17,15,15,22,16,7.4,7.444393719823334
15,18,19,13,19,12,18,19,22,18,7.0,7.7897459502973385
25,19,22,16,19,18,21,19,26,17,8.0,8.50277292117018
27,16,21,20,16,18,27,19,18,16,8.4,8.133972996509662
15,17,18,20,16,20,21,15,27,11,7.8,7.100892096157178
27,18,20,15,27,13,25,18,19,10,6.6,6.237182899657833
21,18,19,15,27,20,15,11,24,19,8.0,8.670200756623007
19,17,30,20,22,18,27,20,20,19,8.4,8.957568341201975
20,10,17,18,16,16,22,16,25,16,7.2,7.418133266946646
15,11,15,13,21,20,25,18,18,10,7.2,7.919989015975613
18,12,24,13,22,10,19,13,21,20,7.4,7.93206967349167
22,20,18,17,27,16,17,18,19,18,7.6,7.9724600310501454
23,20,24,19,30,18,18,10,27,19,8.8,8.57206872826695
17,10,17,14,24,10,29,19,15,12,7.2,7.480721779527036
21,11,19,18,25,12,30,18,19,14,8.0,8.669186887977125
27,14,27,14,19,13,17,14,23,16,8.0,8.616462360894321
18,16,23,17,23,15,17,17,20,12,7.0,7.111831417130263
28,10,27,12,16,19,30,17,15,20,7.6,7.02623997281867
22,20,17,16,18,13,24,15,29,13,8.0,8.860860751795755
15,19,16,20,24,20,16,11,23,19,7.8,7.4314276130979815
17,19,15,10,22,20,23,17,30,14,7.6,7.501740243079166
18,11,25,19,22,19,18,18,28,20,8.4,8.778762326693359
29,18,22,19,20,18,16,12,30,12,8.4,8.985596573481605
17,17,19,15,29,20,21,16,25,15,7.6,7.491403978846516
24,11,23,19,18,12,19,19,16,11,7.0,7.76057102299739
24,16,20,19,23,20,26,18,16,18,7.8,7.5939688215043155
17,19,28,12,30,11,18,15,22,14,7.6,7.971075396910818
25,17,16,15,30,17,16,18,28,14,8.4,8.057180812756531
27,20,27,20,21,14,28,15,26,13,8.6,8.319418470277236
30,18,15,11,23,18,19,11,26,18,8.0,8.9050522133886
19,16,29,11,28,20,15,13,23,12,6.8,6.082234841211338
16,19,20,20,15,20,23,14,18,17,6.4,6.267163870354048
18,13,29,13,23,17,15,12,17,11,6.8,6.117023431663284
18,20,27,11,27,14,28,18,23,14,8.6,8.632632763378018
18,10,28,13,20,12,20,16,30,10,7.2,7.910664296578074
24,17,23,13,25,15,30,16,15,19,8.0,8.093964205703495
18,20,19,11,28,18,20,20,25,10,7.2,7.62977003768798
27,12,19,17,28,16,30,10,20,16,7.8,7.044301354983304
15,18,18,13,16,10,21,19,23,19,7.0,7.289196593182384
25,18,27,15,22,13,19,18,20,12,7.8,7.432087882596403
29,18,30,14,15,11,30,17,18,14,8.4,8.74735682086404
22,18,27,20,20,19,22,19,30,10,7.8,7.579108508565297
15,20,25,20,23,17,18,19,24,14,6.8,6.234542923356383
24,16,19,16,30,15,25,19,23,16,7.0,7.736943946970777
27,13,16,10,18,20,23,16,18,12,6.8,6.944629578042825
28,11,20,13,21,17,18,11,30,12,7.6,7.4965414509339565
21,17,19,19,20,13,21,14,19,17,7.4,7.842947876583579
19,19,26,19,30,14,24,13,18,10,7.4,7.7827822025443965
